unique_id,full_name,electoral_district,category_declaration,income_category,income_description,income_value,income_value_clean,taxes_value,,property_category,property_description,property_location,property_date,property_legal,deposits_description,deposits_value,deposits_value_clean,other_financial_category,other_financial_description,other_financial_euros,other_financial_clean,vehicles_date,vehicles_description,other_nocat_description,other_nocat_value,debt_institution,debt_date,debt_amount,debt_amount_remain,debt_other,comments
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,FINCA URBANA,GRANADA,2017,PROPIEDAD COMPARTIDA HERENCIA,,,,,,,,,,,,,,,,,
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza rústica,FINCA RÚSTICA,GRANADA,2011,PROPIEDAD COMPARTIDA HERENCIA,,,,,,,,,,,,,,,,,1.- AGRICOLA ROGA accionista sin cargo de gestión objeto social: producción agrícola de productos tropicales y hortalizas La sociedad no contrata con el sector público La sociedad no recibe subvenciones no regladas
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza rústica,AGRICOLA ROGA,GRANADA,,,,,,,,,,,,,,,,,,,2.- BIENES INMUEBLES DE NATURALEZA URBANA
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza rústica,GRANADA CLUB LOS COSARIOS ( 1 ACCiÓN),GRANADA,2009,,,,,,,,,,,,,,,,,,Finca urbana en Granada-Local Comercial ( Granada) herencia propiedad compartida
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,bienes patrimoniales,,,,,,,"Bienes inmuebles propiedad de una sociedad, comunidad o entidad que no cotiza en Bolsa y de la que el declarante tiene acciones o participaciones. ","COMUNIDAD DE BIENES ""HERMANOS ROGA"" ",GRANADA,2017,PROPIEDAD COMPARTIDA,,,,,,,,,,,,,,,,,3.- BIENES INMUEBLES DE NATURALEZA RÚSTICA
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,bienes patrimoniales,,,,,,,"Bienes inmuebles propiedad de una sociedad, comunidad o entidad que no cotiza en Bolsa y de la que el declarante tiene acciones o participaciones. ",JAMONES HAZA DEL LINO,GRANADA,2017,PROPIEDAD COMPARTIDA HERENCIA,,,,,,,,,,,,,,,,,Finca rustica en Granada 2017- herencia. Propiedad Compartida Finca rustica en Granada 2017- herencia. Propiedad Compartida Finca rustica en Granada 2017- herencia. Propiedad Compartida Finca rustica en Granada 2017- herencia. Propiedad Compartida Finca rustica en Granada 2017- herencia. Propiedad Compartida Finca rustica en Granada 2017- herencia. Propiedad Compartida
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,depositos,,,,,,,,,,,,"SALDO EN CUENTAS CORRIENTES BBVA, SANTANDER, BANKINTER, BANKIA ","9,239.39 €",9239.39,,,,,,,,,,,,,,
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",Antena 3 (4) banco sabadell (2404 ) banco santander (13315) ferrovial (845 ) fomento (362) enagas (230) gamesa (526) repsol ( 196 ) técnicas reunidas(80,N/D,N/D,,,,,,,,,,
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",telefónica (4837) mapfre (200) bbva ( 143) d telekom (27 ) iberdrola (649),N/D,N/D,,,,,,,,,,
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",,133823,133823.00,,,,,,,,,,
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,vehículos,,,,,,,,,,,,,,,,,,,,toyota Camry ( 16 años) segunda mano,,,,,,,,
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,vehículos,,,,,,,,,,,,,,,,,,,,motocicleta ( 11 años) segunda mano,,,,,,,,
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,vehículos,,,,,,,,,,,,,,,,,,,,mercedes 320 ( 12 años) segunda mano,,,,,,,,
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,otros,,,,,,,,,,,,,,,,,,,,,mutualidad de la abogacía,13700,,,,,,
Carlosrojasgarcía,CARLOS ROJAS GARCiA,,deudas,,,,,,,,,,,,,,,,,,,,,,,hipoteca Bankinter,43647,"78,000.00",77288.00,,
Joaquínrobleslópez,JOAQuíN ROBLES LÓPEZ,MURCIA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",PROFESOR DE EDUCACiÓN SECUNDARIA,45405,45405,,,,,,,,,,,,,,,,,,,,,,,,
Joaquínrobleslópez,JOAQuíN ROBLES LÓPEZ,,rentas,"Dividendos y participación en beneficios de sociedades, comunidades o entidades de cualquier clase ",INTERESES DEPÓSITOS,343.3,343.3,,,,,,,,,,,,,,,,,,,,,,,,
Joaquínrobleslópez,JOAQuíN ROBLES LÓPEZ,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",DIVIDENDOS DE FONDOS,1.62,1.62,,,,,,,,,,,,,,,,,,,,,,,,
Joaquínrobleslópez,JOAQuíN ROBLES LÓPEZ,,cantidad pagada por irpf,,,,,9713.00,,,,,,,,,,,,,,,,,,,,,,,
Joaquínrobleslópez,JOAQuíN ROBLES LÓPEZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA UNIFAMILIAR,MURCIA,13/4/2000,50% COMPRAVENTA,,,,,,,,,,,,,,,,,
Joaquínrobleslópez,JOAQuíN ROBLES LÓPEZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA UNIFAMILIAR,MURCIA,14/6/1963,50% COMPRAVENTA,,,,,,,,,,,,,,,,,
Joaquínrobleslópez,JOAQuíN ROBLES LÓPEZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza rústica,FINCA RURAL,MURCIA,17/12/2017,100% PERMUTA,,,,,,,,,,,,,,,,,
Joaquínrobleslópez,JOAQuíN ROBLES LÓPEZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza rústica,FINCA RURAL,MURCIA,17/4/2002,100% DONACiÓN,,,,,,,,,,,,,,,,,
Joaquínrobleslópez,JOAQuíN ROBLES LÓPEZ,,depositos,,,,,,,,,,,,CUENTAS CORRIENTES,"2,331.91 €",2331.91,,,,,,,,,,,,,,
Joaquínrobleslópez,JOAQuíN ROBLES LÓPEZ,,vehículos,,,,,,,,,,,,,,,,,,,1/3/2017,FORDKUGA,,,,,,,,
Joaquínrobleslópez,JOAQuíN ROBLES LÓPEZ,,otros,,,,,,,,,,,,,,,,,,,,,DEPÓSITOS DE CUSTODIA,672,,,,,,
Joaquínrobleslópez,JOAQuíN ROBLES LÓPEZ,,deudas,,,,,,,,,,,,,,,,,,,,,,,HIPOTECA SANTANDER,43161,"100,000.00",100000.00,,
Joaquínrobleslópez,JOAQuíN ROBLES LÓPEZ,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO PERSONAL SANTANDER,43425,"12,000.00",9973.73,,
Eduardocarazohermoso,Eduardo Carazo Hermoso,VALLADOLID,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Rendimientos del trabajo,53366.88,53366.88,,,,,,,,,,,,,,,,,,,,,,,,
Eduardocarazohermoso,Eduardo Carazo Hermoso,,rentas,"Dividendos y participación en beneficios de sociedades, comunidades o entidades de cualquier clase ",Dividendos por acciones,2.85,2.85,,,,,,,,,,,,,,,,,,,,,,,,
Eduardocarazohermoso,Eduardo Carazo Hermoso,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",Intereses de cuentas bancarias,320.23,320.23,,,,,,,,,,,,,,,,,,,,,,,,
Eduardocarazohermoso,Eduardo Carazo Hermoso,,cantidad pagada por irpf,,,,,14094.12,,,,,,,,,,,,,,,,,,,,,,,
Eduardocarazohermoso,Eduardo Carazo Hermoso,,depositos,,,,,,,,,,,,Cuenta de ahorro Cuenta bancaria Universitaria,"15666,83 (a 22 de Noviembre de 2019) ",15666.83,,,,,,,,,,,,,,
Eduardocarazohermoso,Eduardo Carazo Hermoso,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",17 acciones del Banco de Santander,"61,03 ( 3,59 por acción a 26 de Nov) ","61,03",,,,,,,,,,
Joséángelalonsopérez,JOSÉ ÁNGEL ALONSO PÉREZ,VALLADOLID,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",AYUNTAMIENTO DE VILLALÓN DE CAMPOS,13238.82,13238.82,,,,,,,,,,,,,,,,,,,,,,,,
Joséángelalonsopérez,JOSÉ ÁNGEL ALONSO PÉREZ,,rentas,"Dividendos y participación en beneficios de sociedades, comunidades o entidades de cualquier clase ","DIVIDENDOS BANCO SANTANDER, TELEFÓNICA Y ENDESA ",765.01,765.01,,,,,,,,,,,,,,,,,,,,,,,,
Joséángelalonsopérez,JOSÉ ÁNGEL ALONSO PÉREZ,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",CAIXABANK Y SANTANDER,13.92,13.92,,,,,,,,,,,,,,,,,,,,,,,,
Joséángelalonsopérez,JOSÉ ÁNGEL ALONSO PÉREZ,,rentas,OTRAS rentas o percepciones de cualquier clase,TRANSMISIONES DE DERECHOS DE SUSCRIPCiÓN,33.57,33.57,,,,,,,,,,,,,,,,,,,,,,,,
Joséángelalonsopérez,JOSÉ ÁNGEL ALONSO PÉREZ,,cantidad pagada por irpf,,,,,297.26,,,,,,,,,,,,,,,,,,,,,,,
Joséángelalonsopérez,JOSÉ ÁNGEL ALONSO PÉREZ,,depositos,,,,,,,,,,,,CUENTAS CORRIENTES,"1,615.04 €",1615.04,,,,,,,,,,,,,,
Joséángelalonsopérez,JOSÉ ÁNGEL ALONSO PÉREZ,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ","QUABIT INMOBILIARIA SA (122T) O,84€ ",103.09,103.09,,,,,,,,,,
Joséángelalonsopérez,JOSÉ ÁNGEL ALONSO PÉREZ,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ","BANCO SANTANDER SA (131T) 3,64€ ",477.1,477.10,,,,,,,,,,
Joséángelalonsopérez,JOSÉ ÁNGEL ALONSO PÉREZ,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ","ENDESA SA (530T) 24,60€ ",13038,13038.00,,,,,,,,,,
Joséángelalonsopérez,JOSÉ ÁNGEL ALONSO PÉREZ,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ","IBERDROLA SA (1366T) 8,89€ ",12154.67,12154.67,,,,,,,,,,
Joséángelalonsopérez,JOSÉ ÁNGEL ALONSO PÉREZ,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ","TELEFÓNICA SA (904T) 6,76€ ",6119.18,6119.18,,,,,,,,,,
Patriciadelasherasfernández,PATRICIA DE LAS HERAS FERNANDEZ,ISLAS BALEARES,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",SERVICIOS JURIDICOS,5795.85,5795.85,,,,,,,,,,,,,,,,,,,,,,,,
Patriciadelasherasfernández,PATRICIA DE LAS HERAS FERNANDEZ,,rentas,"Dividendos y participación en beneficios de sociedades, comunidades o entidades de cualquier clase ","AMADEUS IBIZA C.B. SERVICIOS JURIDICOS (33,3 %) BBVA - Dividendos ","3811,52 1,84",3813.36,,,,,,,,,,,,,,,,,,,,,,,,
Patriciadelasherasfernández,PATRICIA DE LAS HERAS FERNANDEZ,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",,15.16,15.16,,,,,,,,,,,,,,,,,,,,,,,,
Patriciadelasherasfernández,PATRICIA DE LAS HERAS FERNANDEZ,,cantidad pagada por irpf,,,,,770.70,,,,,,,,,,,,,,,,,,,,,,,
Patriciadelasherasfernández,PATRICIA DE LAS HERAS FERNANDEZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO,BALEARES,2019,50% PLENO DOMINIO COMPRAVENTA,,,,,,,,,,,,,,,,,
Patriciadelasherasfernández,PATRICIA DE LAS HERAS FERNANDEZ,,depositos,,,,,,,,,,,,CUENTAS CORRIENTES,"46,367.69 €",46367.69,,,,,,,,,,,,,,
Patriciadelasherasfernández,PATRICIA DE LAS HERAS FERNANDEZ,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",ACC.BBVA,399,399.00,,,,,,,,,,
Patriciadelasherasfernández,PATRICIA DE LAS HERAS FERNANDEZ,,vehículos,,,,,,,,,,,,,,,,,,,2014,AUDIQ5,,,,,,,,
Patriciadelasherasfernández,PATRICIA DE LAS HERAS FERNANDEZ,,vehículos,,,,,,,,,,,,,,,,,,,2019,BMWZ4,,,,,,,,
Césarsánchezpérez,César Sánchez Pérez,ALICANTE,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Presidente de la Diputación de Alicante Consejo de Administración del Puerto de Alicante,86685.49,86685.49,,,,,,,,,,,,,,,,,,,,,,,,
Césarsánchezpérez,César Sánchez Pérez,,cantidad pagada por irpf,,,,,27152.97,,,,,,,,,,,,,,,,,,,,,,,
Césarsánchezpérez,César Sánchez Pérez,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Piso Calpe,(Alicante),2012,Pleno dominio Compraventa,,,,,,,,,,,,,,,,,
Césarsánchezpérez,César Sánchez Pérez,,depositos,,,,,,,,,,,,Cuenta Ahorro,"4,000.00 €",4000.00,,,,,,,,,,,,,,
Césarsánchezpérez,César Sánchez Pérez,,vehículos,,,,,,,,,,,,,,,,,,,setiembre 2018,BMW X1 (42.000),,,,,,,,
Césarsánchezpérez,César Sánchez Pérez,,deudas,,,,,,,,,,,,,,,,,,,,,,,Préstamo Hipotecario ( La Caixa ),2012,"134,000.00",97000.00,,
Césarsánchezpérez,César Sánchez Pérez,,deudas,,,,,,,,,,,,,,,,,,,,,,,Préstamo Hipotecario ( La Caixa ),2019,"54,000.00",54000.00,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,SEVILLA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación","(01) RETRIBUCIONES DINERARIAS 70.909,20 € - (13) COTIZAC SEG SOCIAL 2.252,46 € - (596) RETENCIONES REDTO DEL TRABAJO 18.911,07 € ",49745.67,49745.67,,,,,,,,,,,,,,,,,,,,,,,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Artículos publicados en Acluall.com,762,762,,,,,,,,,,,,,,,,,,,,,,,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,rentas,"Dividendos y participación en beneficios de sociedades, comunidades o entidades de cualquier clase ",(029) Dividendos y demás rendimientos por la participación en fondos propios de entidades,4536.04,4536.04,,,,,,,,,,,,,,,,,,,,,,,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros","(027) Intereses de cuentas, depósitos y de activos financieros en general ",610.92,610.92,,,,,,,,,,,,,,,,,,,,,,,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,cantidad pagada por irpf,,,,,19256.96,,,,,,,,,,,,,,,,,,,,,,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA HABITUAL,"PALOMARES DEL RIO, SEVILLA. ",13/2/2005,"GANANCIAL, COMPRAVENTA. ",,,,,,,,,,,,,,,,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,bienes patrimoniales,,,,,,,"Bienes inmuebles propiedad de una sociedad, comunidad o entidad que no cotiza en Bolsa y de la que el declarante tiene acciones o participaciones. ",VIVIENDA,JABUGO. HUELVA,2003,"PARTICIPACION SOCIEDAD 13,92% ",,,,,,,,,,,,,,,,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,bienes patrimoniales,,,,,,,"Bienes inmuebles propiedad de una sociedad, comunidad o entidad que no cotiza en Bolsa y de la que el declarante tiene acciones o participaciones. ",7 VIVIENDAS,PALOMARES DEL RIO. SEVILLA,2006,"PARTICIPACION SOCIEDAD 13,92% ",,,,,,,,,,,,,,,,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,bienes patrimoniales,,,,,,,"Bienes inmuebles propiedad de una sociedad, comunidad o entidad que no cotiza en Bolsa y de la que el declarante tiene acciones o participaciones. ",,SEVILLA,1996-2005,"PARTICIPACION SOCIEDAD 13,92% ",,,,,,,,,,,,,,,,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,bienes patrimoniales,,,,,,,"Bienes inmuebles propiedad de una sociedad, comunidad o entidad que no cotiza en Bolsa y de la que el declarante tiene acciones o participaciones. ",,MAIRENADEL ALJARAFE. SEVILL,1999-2002,"PARTICIPACION SOCIEDAD 13,92% ",,,,,,,,,,,,,,,,,"Los bienes inmuebles que se declaran propiedad de una sociedad corresponden a Facope Sevilla S.L., en la que tengo una participación del 13.92%. "
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,depositos,,,,,,,,,,,,CUENTAS CORRIENTES (17/1112019) ACCIONES (17/11/2019) PLAN DE PENSIONES (17/11/2019) FONDO DE INVERSION (17/11/2019),"15.483,14 € 318,09€ 24.695,53€ 8.635,07€ ",49131.83,,,,,,,,,,,,,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ","PARTICIPACION 13,92 % FACOPE SEVILLA SL VALOR CONTABLE (1.896.627 €) ",264010.48,264010.48,,,,,,,,,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,vehículos,,,,,,,,,,,,,,,,,,,2013,Vehículo utilitario marca Renault Dacia Lodgy,,,,,,,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,vehículos,,,,,,,,,,,,,,,,,,,2016,Vehículo utilitario marca Opel Corsa (segunda mano),,,,,,,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,vehículos,,,,,,,,,,,,,,,,,,,2018,Vehículo utilitario marca Renault Dacia Lodgy,,,,,,,,
Franciscojosécontreraspeláez,FRANCISCO JOSE CONTRERAS PELAEZ,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRESTAMO HIPOTECARIO 07/11/19. B. SANTANDER (SUBROGA HIPOTECA EL MONTE),,"63,113.31",29234.76,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,PALENCIA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Trienios antigüedad de la Junta de Castilla y León 2018,4682.81,4682.81,,,,,,,,,,,,,,,,,,,,,,,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",Banco Santander y BBVA,170.58,170.58,,,,,,,,,,,,,,,,,,,,,,,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,,rentas,OTRAS rentas o percepciones de cualquier clase,Arrendamiento de vivienda,6240,6240,,,,,,,,,,,,,,,,,,,,,,,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,,cantidad pagada por irpf,,,,,12075.80,,,,,,,,,,,,,,,,,,,,,,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Vivienda,Guardo,1996,Pleno DominioCompraventa,,,,,,,,,,,,,,,,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Vivienda,Valladolid,2003,Pleno DominioCompraventa,,,,,,,,,,,,,,,,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Vivienda,Valladolid,2014,Pleno Dominio- Herencia,,,,,,,,,,,,,,,,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,GaraJe,Valladolid,2014,Pleno Dominio- Herencia,,,,,,,,,,,,,,,,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,,depositos,,,,,,,,,,,,"Suma de saldos de cuentas, depósitos de dos entidades a 15/10/2019 ","363,879.14 €",363879.14,,,,,,,,,,,,,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ","Fondos de inversión en BBVA y Bonos Dólar-Nuda propiedad compartida, no  ganancial"," 22.272,24 (fecha 15/10/19) ",22272.24,,,,,,,,,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",Valores en Santander 20 acciones,100,100.00,,,,,,,,,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,,vehículos,,,,,,,,,,,,,,,,,,,7/6/2016,Skoda Spaceback,,,,,,,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,,vehículos,,,,,,,,,,,,,,,,,,,24/1/2008,Kia Sportage,,,,,,,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,,otros,,,,,,,,,,,,,,,,,,,,,"Planes de Pensiones o de Previsión, no ganancial Fecha (15/10/2019) ",3153938,,,,,,
Maríaluzmartínezseijo,María Luz Martínez Seijo,,otros,,,,,,,,,,,,,,,,,,,,,"Microcrédito PSOE Campañas Electorales 2019: Generales, Municipales, europeas y autonómicas",40000,,,,,,
Franciscojoséalcarazmartos,FRANCISCO JOSÉ ALCARAZ MARTOS,JAEN,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",RENDIMIENTO NETO DE ACTIVIDAD ECONÓMICA,6632.26,6632.26,,,,,,,,,,,,,,,,,,,,,,,,
Franciscojoséalcarazmartos,FRANCISCO JOSÉ ALCARAZ MARTOS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Parcela,Torredonjimeno (Jaén),1989,"en propiedad, herencia ",,,,,,,,,,,,,,,,,
Franciscojoséalcarazmartos,FRANCISCO JOSÉ ALCARAZ MARTOS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Garaje,Torredonjimeno (Jaén),1989,"en propiedad, herencia ",,,,,,,,,,,,,,,,,
Franciscojoséalcarazmartos,FRANCISCO JOSÉ ALCARAZ MARTOS,,depositos,,,,,,,,,,,,,"1,883.70 €",1883.70,,,,,,,,,,,,,,
Franciscojoséalcarazmartos,FRANCISCO JOSÉ ALCARAZ MARTOS,,vehículos,,,,,,,,,,,,,,,,,,,2014,Alfa Romeo GuiuleUa,,,,,,,,
Franciscojoséalcarazmartos,FRANCISCO JOSÉ ALCARAZ MARTOS,,vehículos,,,,,,,,,,,,,,,,,,,2019,Audi A6 segunnda mano,,,,,,,,
Franciscojoséalcarazmartos,FRANCISCO JOSÉ ALCARAZ MARTOS,,otros,,,,,,,,,,,,,,,,,,,,,Mobil House,80000,,,,,,
Franciscojoséalcarazmartos,FRANCISCO JOSÉ ALCARAZ MARTOS,,otros,,,,,,,,,,,,,,,,,,,,,Plan pensiones,9260,,,,,,
Franciscojoséalcarazmartos,FRANCISCO JOSÉ ALCARAZ MARTOS,,deudas,,,,,,,,,,,,,,,,,,,,,,,Hipotecario,2007,"76,343.65",48141.19,,
Franciscojoséalcarazmartos,FRANCISCO JOSÉ ALCARAZ MARTOS,,deudas,,,,,,,,,,,,,,,,,,,,,,,Personal,2017,"20,000.00",7055.17,,
Franciscojoséalcarazmartos,FRANCISCO JOSÉ ALCARAZ MARTOS,,deudas,,,,,,,,,,,,,,,,,,,,,,,Personal,2019,"30,000.00",24281.12,,
Franciscojoséalcarazmartos,FRANCISCO JOSÉ ALCARAZ MARTOS,,deudas,,,,,,,,,,,,,,,,,,,,,,,Personal,2019,"6,000.00",4320.00,,
Franciscojoséalcarazmartos,FRANCISCO JOSÉ ALCARAZ MARTOS,,deudas,,,,,,,,,,,,,,,,,,,,,,,Personal,2019,"24,000.00",23170.65,,
Carlosjosézambranogarcía-Raez,CARLOS JOSE ZAMBRANO GARCIA-RAEZ,PROVINCIA DE CADIZ,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Ejercicio de la Abogacía,1461.82,1461.82,,,,,,,,,,,,,,,,,,,,,,,,
Carlosjosézambranogarcía-Raez,CARLOS JOSE ZAMBRANO GARCIA-RAEZ,,rentas,OTRAS rentas o percepciones de cualquier clase,Herencia,315971.11,315971.11,,,,,,,,,,,,,,,,,,,,,,,,"Pagados por impuesto de sucesiones: 91.323,26 €. "
Carlosjosézambranogarcía-Raez,CARLOS JOSE ZAMBRANO GARCIA-RAEZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,1/3 de nave industrial,Cádiz,2/3/2006,Pleno dominio por compra,,,,,,,,,,,,,,,,,
Carlosjosézambranogarcía-Raez,CARLOS JOSE ZAMBRANO GARCIA-RAEZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Plaza garaje,Cádiz,13/11/2015,Pleno dominio por compra,,,,,,,,,,,,,,,,,
